group,n,positive_outcome_rate,predicted_positive_rate,accuracy,selection_rate,true_positive_rate,false_positive_rate,recall
Female,3598,0.21289605336297943,0.25931072818232354,0.782934963868816,0.25931072818232354,0.5992167101827677,0.1673728813559322,0.5992167101827677
Male,2402,0.23355537052456288,0.3164029975020816,0.7389675270607827,0.3164029975020816,0.6185383244206774,0.22433460076045628,0.6185383244206774
